Veronica austriaca;Veronica austriaca;190144
Veronica beccabunga;Veronica beccabunga;190140
Veronica chamaedrys;Veronica chamaedrys;190050
Veronica hederifolia;Veronica hederifolia;189921
Veronica officinalis;Veronica officinalis;190547
Veronica persica;Veronica persica;189924
Veronica triphyllos;Veronica triphyllos;189925
Viburnum lantana;Viburnum lantana;190353
Viburnum opulus;Viburnum opulus;190354
Vicia cracca;Vicia cracca;190508
Vicia sepium;Vicia sepium;190120
Vicia tetrasperma;Vicia tetrasperma;190561
Vinca minor;Vinca minor L.;189919
Vincetoxicum hirundinaria;Vincetoxicum hirundinaria;189849
Viola biflora;Viola biflora;190253
Viola canina;Viola canina;190059
Viola hirta;Viola hirta;189907
Viola odorata;Viola odorata;189905
Viola palustris;Viola palustris;190063
Viola reichenbachiana;Viola reichenbachiana;189906
Viola tricolor;Viola tricolor;190128
Viscum album;Viscum album;189938
