Lamium hybridum;Liuskapeippi;
Pedicularis palustris;Luhtakuusio;
Myosotis scorpioides;Luhtalemmikki;
Cardamine pratensis;Luhtalitukka;
Galium uliginosum;Luhtamatara;
Viola uliginosa;Luhtaorvokki;
Veronica scutellata;Luhtatädyke;
Stellaria palustris;Luhtatähtimö;
Scutellaria galericulata;Luhtavuohennokka;
Draba nivalis;Lumikynsimö;
Ranunculus nivalis;Lumileinikki;
Nymphaea alba;Lumme;Valkolumme
Capsella bursa-pastoris;Lutukka;Rikkalutukka
Physalis alkekengi;Lyhtykoiso;Juutalaiskirsikka,Lyhtykukka
Stellaria alsine;Lähdetähtimö;
Epilobium glandulosum;Lännenhorsma;
Pulsatilla vulgaris;Lännenkylmänkukka;Tarhakylmänkukka,Ketokylmänkukka
Atriplex glabriuscula;Lännenmaltsa;
Saussurea alpina;Lääte;
Glechoma hederacea;Maahumala;
Dactylorhiza maculata;Maariankämmekkä;
Silybum marianum;Maarianohdake;
Agrimonia eupatoria;Maarianverijuuri;
Epilobium angustifolium;Maitohorsma;
Artemisia absinthium;Mali;Koiruoho
Chenopodium foliosum;Marjasavikka;Mansikkapinaatti
Anthyllis vulneraria;Masmalo;
Tripolium pannonicum;Meriasteri;
Crambe maritima;Merikaali;Euroopanmerikaali
Silene uniflora;Merikohokki;
Atriplex littoralis;Merimaltsa;
Lathyrus japonicus ssp. maritimus;Merinätkelmä;
Salsola kali;Meriotakilokki;
Angelica archangelica ssp. litoralis;Meriputki;
Glaux maritima;Merirannikki;
Plantago maritima;Meriratamo;
Tripleurospermum maritimum ssp. maritimum;Merisaunio;
Cakile maritima;Merisinappi;
Triglochin maritima;Merisuolake;
Filipendula ulmaria;Mesiangervo;Niittymesiangervo
Rubus arcticus;Mesimarja;
Trifolium medium;Metsäapila;
Geranium sylvaticum;Metsäkurjenpolvi;
Cardamine flexuosa;Metsälitukka;
Melampyrum sylvaticum;Metsämaitikka;
Lathyrus sylvestris;Metsänätkelmä;
Viola riviniana;Metsäorvokki;
Tulipa sylvestris;Metsätulppaani;
Trientalis europaea;Metsätähti;
Stellaria longifolia;Metsätähtimö;
Vicia sylvatica;Metsävirna;
Orchis mascula;Miehenkämmekkä;
Cephalanthera longifolia;Miekkavalkku;
Isatis tinctoria;Morsinko;Värimorsinko
Chaerophyllum bulbosum;Mukulakirveli;
Ranunculus ficaria;Mukulaleinikki;
Lathyrus tuberosus;Mukulanätkelmä;
Phlomis tuberosa;Mukulapaloyrtti;
Veronica hederifolia;Murattitädyke;
Trifolium spadiceum;Musta-apila;
Centaurea nigra;Mustakaunokki;
Bryonia alba;Mustakoiranköynnös;
Solanum nigrum;Mustakoiso;
Actaea spicata;Mustakonnanmarja;
Lathyrus niger;Mustalinnunherne;
Brassica nigra;Mustasinappi;
Vaccinium myrtillus;Mustikka;
Conium maculatum;Myrkkykatko;
Cicuta virosa;Myrkkykeiso;
Malva moschata;Myskimalva;
Trifolium montanum;Mäkiapila;
Arenaria serpyllifolia;Mäkiarho;
Epilobium collinum;Mäkihorsma;
Cerastium semidecandrum;Mäkihärkki;
Hypericum perforatum;Mäkikuisma;
Ranunculus bulbosus;Mäkileinikki;
Myosotis ramosissima;Mäkilemmikki;
Cardamine hirsuta;Mäkilitukka;
Origanum vulgare;Mäkimeirami;
Clinopodium vulgare;Mäkiminttu;
Saxifraga tridactylites;Mäkirikko;
Silene viscaria;Mäkitervakko;
Vicia tetrasperma;Mäkivirvilä;
Monotropa hypopitys;Mäntykukka;
Saxifraga cespitosa;Mätäsrikko;
Cerastium nigrescens;Napahärkki;
Echium vulgare;Neidonkieli;Kyläneidonkieli
Prunella vulgaris;Niittyhumala;Ahoniittyhumala
Ranunculus acris;Niittyleinikki;
Lathyrus pratensis;Niittynätkelmä;
Salvia pratensis;Niittysalvia;
Rumex acetosa;Niittysuolaheinä;
Urtica dioica;Nokkonen;Isonokkonen,Etelännokkonen,Pohjannokkonen
Arenaria norvegica;Norjanarho;
Gnaphalium norvegicum;Norjanjäkkärä;
Leonurus cardiaca;Nukula;
Galium saxatile;Nummimatara;
Nonea pulla;Nunna;Rusonunna
Carduus nutans;Nuokkukarhiainen;
Silene nutans;Nuokkukohokki;
Bidens cernua;Nuokkurusokki;
Orthilia secunda;Nuokkutalvikki;
Lobelia dortmanna;Nuottaruoho;
Thymus pulegioides;Nurmiajuruoho;
Cerastium fontanum;Nurmihärkki;
Centaurea phrygia;Nurmikaunokki;
Silene vulgaris;Nurmikohokki;
Allium oleraceum;Nurmilaukka;
Medicago lupulina;Nurmimailanen;
Bistorta vivipara;Nurmitatar;
Veronica chamaedrys;Nurmitädyke;
